# Operational distributed loads, long format (time x station)
# Source     : demo amplitudes scaled in time. Spatial grid aligned with
#              blade_spanwise_distribution.dat (spanwise_pos, radial_pos).
# Convention : SI units (s, m, N, N*m). Per-unit-span quantities use "/m".
# Datum      : section frame; q_y is flapwise, q_z is edgewise, m_x is twist per unit span.
# Layout     : long format. Each row is one (t, z) sample; t advances slowest.
#
# Schema (in column order):
#   t_s            [s]       time
#   spanwise_pos   [m]       spanwise position z
#   radial_pos     [m]       radial position r from rotor centre
#   q_y_Npm        [N/m]     distributed flapwise force per unit span
#   q_z_Npm        [N/m]     distributed edgewise force per unit span
#   m_x_Nmpm       [N*m/m]   distributed twisting moment per unit span
#
# units: s, m, m, N/m, N/m, N*m/m
       t_s   spanwise_pos     radial_pos          q_y_Npm          q_z_Npm         m_x_Nmpm
    40.500       3.630000     5.00500000          -79.714          170.288          -41.285
    40.500       3.685000     5.06000000          -78.910          168.734          -40.938
    40.500       3.740000     5.11500000          -78.108          167.182          -40.591
    40.500       3.795000     5.17000000          -77.307          165.632          -40.245
    40.500       3.850000     5.22500000          -76.509          164.084          -39.899
    40.500       3.905000     5.28000000          -75.712          162.539          -39.553
    40.500       3.960000     5.33500000          -74.917          160.995          -39.207
    40.500       4.015000     5.39000000          -74.125          159.454          -38.861
    40.500       4.070000     5.44500000          -73.334          157.915          -38.516
    40.500       4.125000     5.50000000          -72.545          156.379          -38.170
    40.500       4.180000     5.55500000          -71.758          154.845          -37.825
    40.500       4.235000     5.61000000          -70.973          153.313          -37.480
    40.500       4.290000     5.66500000          -70.190          151.783          -37.135
    40.500       4.345000     5.72000000          -69.409          150.256          -36.790
    40.500       4.400000     5.77500000          -68.631          148.731          -36.446
    40.500       4.455000     5.83000000          -67.854          147.209          -36.102
    40.500       4.510000     5.88500000          -67.079          145.689          -35.757
    40.500       4.565000     5.94000000          -66.306          144.172          -35.413
    40.500       4.620000     5.99500000          -65.536          142.656          -35.070
    40.500       4.675000     6.05000000          -64.767          141.144          -34.726
    40.500       4.730000     6.10500000          -64.001          139.634          -34.383
    40.500       4.785000     6.16000000          -63.237          138.126          -34.039
    40.500       4.840000     6.21500000          -62.475          136.621          -33.696
    40.500       4.895000     6.27000000          -61.715          135.119          -33.354
    40.500       4.950000     6.32500000          -60.957          133.619          -33.011
    40.500       5.005000     6.38000000          -60.202          132.122          -32.669
    40.500       5.060000     6.43500000          -59.449          130.628          -32.326
    40.500       5.115000     6.49000000          -58.698          129.136          -31.984
    40.500       5.170000     6.54500000          -57.949          127.647          -31.643
    40.500       5.225000     6.60000000          -57.203          126.161          -31.301
    40.500       5.280000     6.65500000          -56.459          124.678          -30.960
    40.500       5.335000     6.71000000          -55.718          123.197          -30.619
    40.500       5.390000     6.76500000          -54.978          121.719          -30.278
    40.500       5.445000     6.82000000          -54.241          120.244          -29.937
    40.500       5.500000     6.87500000          -53.507          118.772          -29.596
    40.500       5.555000     6.93000000          -52.775          117.303          -29.256
    40.500       5.610000     6.98500000          -52.046          115.837          -28.916
    40.500       5.665000     7.04000000          -51.319          114.374          -28.576
    40.500       5.720000     7.09500000          -50.594          112.914          -28.237
    40.500       5.775000     7.15000000          -49.872          111.457          -27.898
    40.500       5.830000     7.20500000          -49.153          110.004          -27.558
    40.500       5.885000     7.26000000          -48.436          108.553          -27.220
    40.500       5.940000     7.31500000          -47.722          107.105          -26.881
    40.500       5.995000     7.37000000          -47.010          105.661          -26.543
    40.500       6.050000     7.42500000          -46.302          104.220          -26.205
    40.500       6.105000     7.48000000          -45.595          102.783          -25.867
    40.500       6.160000     7.53500000          -44.892          101.348          -25.529
    40.500       6.215000     7.59000000          -44.192           99.918          -25.192
    40.500       6.270000     7.64500000          -43.494           98.490          -24.855
    40.500       6.325000     7.70000000          -42.799           97.066          -24.518
